x	GeneID
GSTM2	2946
GSTM1	2944
AC000032.1	0
GSTM5	2949
AL158847.1	0
GSTM3	2947
EPS8L3	79574
LINC01768	107985167
AL450468.1	0
AL450468.2	0
CSF1	1435
AHCYL1	10768
STRIP1	85369
AL160006.1	0
ALX3	257
LINC01397	104355139
UBL4B	164153
SLC6A17	388662
AL355990.1	0
AL355990.2	0
LINC02586	100873974
KCNC4	3749
RBM15-AS1	440600
RBM15	64783
SLC16A4	9122
AL355488.1	0
LAMTOR5	10542
PROK1	84432
AL358215.1	0
AL358215.2	0
CYMP-AS1	440602
KCNA10	3744
KCNA2	3737
AL365361.1	0
KCNA3	3738
CD53	963
AL360270.1	0
LRIF1	55791
AL360270.3	0
DRAM2	128338
CEPT1	10390
AL355816.1	0
AL355816.2	0
DENND2D	79961
CHI3L2	1117
CHIA	27159
AL356387.1	0
PIFO	128344
OVGP1	5016
WDR77	79084
ATP5PB	515
C1orf162	128346
TMIGD3	57413
ADORA3	140
RAP1A	5906
LINC01160	100129269
INKA2	55924
AL049557.1	0
DDX20	11218
KCND3	3752
KCND3-AS1	100873995
LINC01750	643355
AL445426.1	0
CTTNBP2NL	55917
WNT2B	7482
AL354760.1	0
ST7L	54879
CAPZA1	829
MOV10	4343
AL603832.1	0
RHOC	389
AL603832.3	0
PPM1J	333926
AL603832.2	0
FAM19A3	284467
LINC01356	100996702
AL390729.1	0
SLC16A1	6566
SLC16A1-AS1	100506392
AL357055.3	0
LRIG2	9860
MAGI3	260425
PHTF1	10745
RSBN1	54665
AL137856.1	0
PTPN22	26191
AP4B1-AS1	100287722
BCL2L15	440603
AP4B1	10717
DCLRE1B	64858
HIPK1-AS1	101928846
HIPK1	204851
OLFML3	56944
SYT6	148281
AL121999.1	0
TRIM33	51592
BCAS2	10286
DENND2C	163259
AMPD1	270
NRAS	4893
CSDE1	7812
SIKE1	80143
SYCP1	6847
TSHB	7252
TSPAN2	10100
LINC01765	105378916
AL512638.2	0
NGF	4803
VANGL1	81839
CASQ2	845
NHLH2	4808
LINC01649	101928995
SLC22A15	55356
AL365318.1	0
MAB21L3	126868
LINC01779	107985190
ATP1A1	476
LINC01762	101929023
AL136376.1	0
AL390066.1	0
CD58	965
IGSF3	3321
C1orf137	388667
CD2	914
AL157904.1	0
PTGFRN	5738
CD101	9398
AL445231.1	0
TTF2	8458
TRIM45	80263
VTCN1	79679
LINC01525	104355292
AL358072.1	0
MAN1A2	10905
AL157902.1	0
TENT5C	54855
GDAP2	54834
WDR3	10885
SPAG17	200162
TBX15	6913
AL139420.1	0
AL139420.2	0
WARS2	10352
WARS2-IT1	104472716
AL359915.2	0
AL359915.1	0
LINC01780	105378934
HAO2	51179
HSD3B2	3284
HSD3B1	3283
ZNF697	90874
PHGDH	26227
HMGCS2	3158
REG4	83998
ADAM30	11085
NOTCH2	4853
AC245008.1	0
SEC22B	9554
NBPF26	101060684
PPIAL4A	653505
LINC00623	728855
FCGR1B	2210
AC244453.3	0
AC244453.2	0
AC244453.1	0
FAM72B	653820
SRGAP2C	653464
SRGAP2-AS1	100873165
AC244021.1	0
AC244021.2	0
AL592494.1	0
AL592494.3	0
LINC01691	107985195
AC239859.3	0
AC239800.2	0
AC239800.3	0
AC239798.2	0
AC246680.1	0
HIST2H3PS2	440686
FAM72C	554282
IGKV1OR1-1	3525
AC245595.1	0
PPIAL4E	730262
AC246785.3	0
NBPF15	284565
PPIAL4F	728945
LINC01632	101929826
FP700111.1	0
SRGAP2B	647135
FAM72D	728833
PPIAL4D	645142
AC245014.3	0
AC245014.1	0
NBPF20	100288142
GPR89A	653519
PDZK1	5174
CD160	11126
RNF115	27246
POLR3C	10623
NUDT17	200035
PIAS3	10401
ANKRD35	148741
ITGA10	8515
AC243547.1	0
PEX11B	8799
RBM8A	9939
LIX1L-AS1	105371260
AC243547.3	0
LIX1L	128077
ANKRD34A	284615
AC243547.2	0
POLR3GL	84265
TXNIP	10628
HJV	148738
LINC01719	101928979
NBPF10	100132406
AC239799.1	0
NOTCH2NL	0
AC239799.2	0
AC243756.1	0
AC245407.2	0
NBPF12	149013
AC244394.2	0
PRKAB2	5565
AC242426.2	0
FMO5	2330
CHD1L	9557
LINC00624	100289211
BCL9	607
ACP6	51205
AC241644.1	0
GJA5	2702
AC241644.3	0
AC241644.2	0
GJA8	2703
GPR89B	51463
AC239803.2	0
AC239803.3	0
NBPF11	200030
AC239809.3	0
AC239803.1	0
LINC01731	105371226
AC245100.6	0
AC245100.1	0
AC245100.7	0
PPIAL4G	644591
NBPF14	25832
NUDT4B	440672
PDE4DIP	9659
AC239802.1	0
AC239802.2	0
AC239804.1	0
NBPF9	400818
AC245297.3	0
AC245297.2	0
NBPF19	101060226
PPIAL4C	653598
FCGR1A	2209
HIST2H2BF	440689
AC243772.2	0
HIST2H3D	653604
HIST2H4A	8370
HIST2H3C	126961
HIST2H2AA3	8337
AC239868.3	0
HIST2H2AA4	723790
HIST2H3A	333932
HIST2H4B	554313
AC239868.2	0
HIST2H2BE	8349
HIST2H2AC	8338
HIST2H2AB	317772
BOLA1	51027
SV2A	9900
SF3B4	10262
MTMR11	10903
OTUD7B	56957
VPS45	11311
PLEKHO1	51177
ANP32E	81611
AC242988.1	0
CA14	23632
APH1A	51107
C1orf54	79630
CIART	148523
MRPS21	54460
PRPF3	9129
RPRD2	23248
TARS2	80222
ECM1	1893
FALEC	100874054
AL356356.1	0
ADAMTSL4	54507
MCL1	4170
ENSA	2029
GOLPH3L	55204
HORMAD1	84072
CTSS	1520
CTSK	1513
ARNT	405
CTXND2	100996521
SETDB1	9869
CERS2	29956
AL590133.2	0
AL590133.1	0
ANXA9	8416
MINDY1	55793
PRUNE1	58497
BNIPL	149428
C1orf56	54964
CDC42SE1	56882
MLLT11	10962
GABPB2	126626
SEMA6C	10500
TNFAIP8L2	79626
SCNM1	79005
LYSMD1	388695
TMOD4	29765
VPS72	6944
PIP5K1A	8394
PSMD4	5710
AL391069.2	0
ZNF687	57592
PI4KB	5298
AL391069.4	0
RFX5	5993
AL391069.1	0
AL391069.3	0
SELENBP1	8991
PSMB4	5692
POGZ	23126
CGN	57530
TUFT1	7286
SNX27	81609
AL391335.1	0
AL589765.1	0
CELF3	11189
RIIAD1	284485
AL589765.7	0
MRPL9	65005
OAZ3	51686
AL589765.4	0
AL589765.5	0
TDRKH	11022
TDRKH-AS1	109729141
AL589765.6	0
LINGO4	339398
RORC	6097
C2CD4D	100191040
AL450992.2	0
THEM5	284486
THEM4	117145
S100A10	6281
AL450992.1	0
S100A11	6282
TCHHL1	126637
TCHH	7062
AL589986.1	0
RPTN	126638
FLG-AS1	339400
AL589986.2	0
HRNR	388697
FLG	2312
FLG2	388698
CRNN	49860
LCE5A	254910
CRCT1	54544
LCE3E	353145
LCE3D	84648
LCE3C	353144
LCE3B	353143
LCE3A	353142
LINC00302	388699
LCE2D	353141
LCE2C	353140
LCE2B	26239
LCE2A	353139
LCE4A	199834
C1orf68	100129271
KPRP	448834
LCE1F	353137
LCE1E	353135
LCE1D	353134
LCE1C	353133
LCE1B	353132
LCE1A	353131
LCE6A	448835
SMCP	4184
IVL	3713
LINC01527	101927988
SPRR5	0
SPRR4	163778
SPRR1A	6698
SPRR3	6707
SPRR1B	6699
SPRR2D	6703
SPRR2A	6700
SPRR2B	6701
SPRR2E	6704
SPRR2F	6705
SPRR2G	6706
AL161636.1	0
LELP1	149018
PRR9	574414
LOR	4014
PGLYRP3	114771
PGLYRP4	57115
S100A9	6280
S100A12	6283
S100A8	6279
S100A7A	338324
S100A7L2	645922
S100A7	6278
BX470102.1	0
S100A6	6277
S100A5	6276
S100A4	6275
S100A3	6274
S100A2	6273
S100A16	140576
S100A14	57402
S100A13	6284
S100A1	6271
AL162258.2	0
CHTOP	26097
SNAPIN	23557
ILF2	3608
NPR1	4881
INTS3	65123
AL513523.4	0
AL513523.3	0
SLC27A3	11000
GATAD2B	57459
AL358472.5	0
DENND4B	9909
CRTC2	200186
SLC39A1	27173
AL358472.4	0
AL358472.3	0
CREB3L4	148327
JTB	10899
AL358472.2	0
RAB13	5872
RPS27	6232
NUP210L	91181
TPM3	7170
C1orf189	388701
C1orf43	25912
UBAP2L	9898
HAX1	10456
AQP10	89872
ATP8B2	57198
IL6R-AS1	101928101
IL6R	3570
SHE	126669
AL162591.2	0
TDRD10	126668
UBE2Q1	55585
UBE2Q1-AS1	100874097
CHRNB2	1141
AL592078.1	0
ADAR	103
KCNN3	3782
PMVK	10654
AL451085.1	0
PBXIP1	57326
PYGO2	90780
AL451085.2	0
SHC1	6464
CKS1B	1163
FLAD1	80308
LENEP	55891
ZBTB7B	51043
DCST2	127579
DCST1	149095
DCST1-AS1	100505666
ADAM15	8751
EFNA4	1945
AL691442.1	0
EFNA3	1944
EFNA1	1942
SLC50A1	55974
DPM3	54344
KRTCAP2	200185
AL713999.1	0
TRIM46	80128
MUC1	4582
AC234582.1	0
THBS3	7059
MTX1	4580
AC234582.2	0
GBA	2629
FAM189B	10712
SCAMP3	10067
CLK2	1196
HCN3	57657
PKLR	5313
FDPS	2224
RUSC1-AS1	284618
RUSC1	23623
ASH1L	55870
ASH1L-AS1	645676
AL353807.2	0
MSTO1	55154
YY1AP1	55249
DAP3	7818
AL162734.1	0
GON4L	54856
SYT11	23208
RIT1	6016
KHDC4	22889
RXFP4	339403
ARHGEF2	9181
AL355388.2	0
AL355388.1	0
SSR2	6746
UBQLN4	56893
LAMTOR2	28956
RAB25	57111
MEX3A	92312
LMNA	4000
SEMA4A	64218
SLC25A44	9673
PMF1-BGLAP	100527963
PMF1	11243
BGLAP	632
PAQR6	79957
SMG5	23381
TMEM79	84283
GLMP	112770
VHLL	391104
CCT3	7203
TSACC	128229
RHBG	57127
AL139130.1	0
C1orf61	10485
AL139412.1	0
MEF2D	4209
AL365181.1	0
IQGAP3	128239
TTC24	164118
NAXE	128240
GPATCH4	54865
AL365181.4	0
HAPLN2	60484
AL365181.2	0
BCAN	63827
AL365181.3	0
AL590666.2	0
NES	10763
AL590666.3	0
CRABP2	1382
AL590666.1	0
ISG20L2	81875
RRNAD1	51093
MRPL24	79590
HDGF	3068
PRCC	5546
SH2D2A	9047
NTRK1	4914
INSRR	3645
PEAR1	375033
LRRC71	149499
ARHGEF11	9826
ETV3L	440695
ETV3	2117
AL138900.1	0
AL138900.3	0
AL138900.2	0
FCRL5	83416
FCRL4	83417
FCRL3	115352
AL356276.1	0
FCRL2	79368
FCRL1	115350
CD5L	922
KIRREL1	55243
LINC01704	646268
CD1D	912
AL138899.1	0
CD1A	909
CD1C	911
CD1B	910
CD1E	913
OR10T2	128360
OR10K2	391107
OR10K1	391109
OR10R2	343406
AL365440.2	0
OR6Y1	391112
OR6P1	128366
OR10X1	128367
OR10Z1	128368
SPTA1	6708
OR6K2	81448
OR6K3	391114
OR6N1	128372
OR6K6	128371
OR6N2	81442
MNDA	4332
PYHIN1	149628
IFI16	3428
AIM2	9447
CADM3	57863
CADM3-AS1	100131825
ACKR1	2532
FCER1A	2205
OR10J3	441911
AL513323.1	0
OR10J1	26476
AL663023.1	0
OR10J5	127385
APCS	325
CRP	1401
DUSP23	54935
FCRL6	343413
SLAMF8	56833
AL590560.1	0
SNHG28	284677
VSIG8	391123
AL590560.2	0
CFAP45	25790
TAGLN2	8407
IGSF9	57549
SLAMF9	89886
LINC01133	100505633
KCNJ10	3766
PIGM	93183
AL121987.1	0
KCNJ9	3765
IGSF8	93185
ATP1A2	477
ATP1A4	480
CASQ1	844
AL121987.2	0
PEA15	8682
DCAF8	50717
AL139011.2	0
AL139011.1	0
PEX19	5824
COPA	1314
NCSTN	23385
NHLH1	4807
VANGL2	57216
SLAMF6	114836
AL138930.1	0
CD84	8832
SLAMF1	6504
AL121985.1	0
CD48	962
SLAMF7	57823
LY9	4063
CD244	51744
ITLN1	55600
AL354714.3	0
AL354714.1	0
ITLN2	142683
F11R	50848
AL591806.3	0
TSTD1	100131187
USF1	7391
ARHGAP30	257106
NECTIN4	81607
AL591806.1	0
KLHDC9	126823
PFDN2	5202
NIT1	4817
DEDD	9191
UFC1	51506
AL590714.1	0
USP21	27005
PPOX	5498
B4GALT3	8703
ADAMTS4	9507
NDUFS2	4720
FCER1G	2207
APOA2	336
TOMM40L	84134
NR1I3	9970
PCP4L1	654790
MPZ	4359
SDHC	6391
CFAP126	257177
AL592295.4	0
AL592295.3	0
AL831711.1	0
FCGR2A	2212
HSPA6	3310
FCGR3A	2214
AL590385.1	0
FCGR3B	2215
FCGR2B	2213
AL451067.1	0
FCRLA	84824
FCRLB	127943
DUSP12	11266
AL359541.1	0
ATF6	22926
OLFML2B	25903
AL590408.1	0
NOS1AP	9722
AL512785.1	0
AL512785.2	0
C1orf226	400793
SPATA46	284680
SH2D1B	117157
UHMK1	127933
AL596325.1	0
UAP1	6675
DDR2	4921
HSD17B7	51478
CCDC190	339512
RGS4	5999
RGS5	8490
AL499616.1	0
RGS5.1	0
AL592435.1	0
NUF2	83540
PBX1	5087
AL357568.1	0
LMX1A	4009
AL390730.1	0
AL390730.2	0
RXRG	6258
AL157714.2	0
LRRC52	440699
AL356441.1	0
MGST3	4259
ALDH9A1	223
AL451074.6	0
TMCO1	54499
AL451074.2	0
UCK2	7371
AL358115.1	0
FAM78B	149297
AL626787.1	0
AL390115.1	0
AL583804.1	0
LINC01675	105371590
POGK	57645
TADA1	117143
ILDR2	387597
MAEL	84944
AL158837.1	0
GPA33	10223
DUSP27	92235
LINC01363	101928484
AL451050.2	0
POU2F1	5451
CD247	919
AL359962.2	0
CREG1	8804
AL031733.2	0
RCSD1	92241
MPZL1	9019
ADCY10	55811
Z99943.1	0
MPC2	25874
DCAF6	55827
GPR161	23432
TIPRL	261726
SFT2D2	375035
TBX19	9095
AL023755.1	0
AL022100.2	0
XCL2	6846
XCL1	6375
DPT	1805
AL031275.1	0
LINC00626	79100
LINC00970	101978719
AL031726.1	0
ATP1B1	481
NME7	29922
Z99758.1	0
BLZF1	8548
CCDC181	57821
SLC19A2	10560
AL021068.1	0
F5	2153
SELP	6403
C1orf112	55732
SELL	6402
SELE	6401
AL021940.1	0
METTL18	92342
SCYL3	57147
KIFAP3	22920
AL356475.1	0
METTL11B	149281
LINC01681	105371609
LINC01142	284688
AL354732.1	0
GORAB	92344
AL162399.1	0
AL023495.1	0
PRRX1	5396
Z97200.1	0
MROH9	80133
FMO3	2328
FMO2	2327
AL021026.1	0
AL445673.1	0
FMO1	2326
FMO4	2329
PRRC2C	23215
MYOCOS	110806290
MYOC	4653
VAMP4	8674
METTL13	51603
DNM3	26052
DNM3OS	100628315
PIGC	5279
C1orf105	92346
SUCO	51430
FASLG	356
AL031599.1	0
Z97198.1	0
TNFSF18	8995
AL022310.1	0
TNFSF4	7292
AL645568.1	0
PRDX6	9588
SLC9C2	284525
AL139142.1	0
ANKRD45	339416
TEX50	730159
KLHL20	27252
CENPL	91687
DARS2	55157
GAS5-AS1	100506046
ZBTB37	84614
SERPINC1	462
RC3H1	149041
AL121983.1	0
AL121983.2	0
RABGAP1L	9910
GPR52	9293
Z99127.1	0
CACYBP	27101
MRPS14	63931
TNN	63923
KIAA0040	9674
AL008626.1	0
Z94057.1	0
TNR	7143
LINC01657	101928751
AL513329.1	0
COP1	64326
AL590723.1	0
AL359265.3	0
PAPPA2	60676
ASTN1	460
BRINP2	57795
LINC01645	102724661
AL122019.1	0
LINC01741	101928778
SEC16B	89866
RASAL2-AS1	100302401
RASAL2	9462
CLEC20A	400797
TEX35	84066
C1orf220	400798
AL137796.1	0
AL449106.1	0
RALGPS2	55103
ANGPTL1	9068
FAM20B	9917
TOR3A	64222
ABL2	27
SOAT1	6646
AXDND1	126859
AL160286.3	0
NPHS2	7827
TDRD5	163589
AL359853.3	0
FAM163A	148753
AL359853.1	0
AL359853.2	0
TOR1AIP2	163590
AL353708.3	0
TOR1AIP1	26092
AL353708.2	0
AL353708.1	0
CEP350	9857
AL390718.1	0
QSOX1	5768
LHX4	89884
ACBD6	84320
OVAAL	148756
XPR1	9213
AL162431.1	0
KIAA1614	57710
AL162431.2	0
KIAA1614-AS1	103344928
STX6	10228
MR1	3140
IER5	51278
LINC01732	101928973
AL358393.1	0
LINC01699	100287948
CACNA1E	777
AL161734.1	0
ZNF648	127665
AL355482.1	0
AL355482.2	0
AL390856.1	0
LINC01344	400799
GLUL	2752
TEDDM1	127670
LINC00272	388719
RGSL1	353299
RNASEL	6041
RGS16	6004
LINC01686	284648
RGS8	85397
LINC01688	105371644
NPL	80896
DHX9	1660
SHCBP1L	81626
LAMC1	3915
LAMC1-AS1	110841583
LAMC2	3918
NMNAT2	23057
SMG7	9887
NCF2	4688
ARPC5	10092
RGL1	23179
APOBEC4	403314
AL590422.1	0
COLGALT2	23127
TSEN15	116461
AL445228.1	0
AL445228.2	0
C1orf21	81563
EDEM3	80267
FAM129A	116496
LINC01633	101929069
RNF2	6045
TRMT1L	81627
SWT1	54823
IVNS1ABP	10625
AL078644.2	0
LINC01350	101929093
AL133383.1	0
HMCN1	83872
AL133553.1	0
PRG4	10216
TPR	7175
ODR4	54953
OCLM	10896
AL596220.1	0
PDC	5132
AL096803.3	0
PTGS2	5743
PACERR	103752588
PLA2G4A	5321
ERVMER61-1	339476
AL596211.1	0
AL929288.1	0
AL691515.1	0
AL691515.2	0
LINC01035	0
LINC01701	107985456
AL591504.1	0
BRINP3	339479
AL354771.1	0
LINC01351	101929120
AL391645.1	0
LINC01720	440704
AL713866.1	0
LINC01680	105371660
AL359081.1	0
AL954650.1	0
RGS18	64407
AL390957.1	0
RGS21	431704
AL136987.1	0
RGS1	5996
RGS13	6003
AL136454.1	0
RGS2	5997
UCHL5	51377
TROVE2	6738
GLRX2	51022
CDC73	79577
B3GALT2	8707
LINC01031	101929184
AL357793.1	0
AL357793.2	0
AL356272.1	0
AL513348.1	0
LINC01724	105371673
KCNT2	343450
CFH	3075
CFHR3	10878
BX248415.1	0
CFHR1	3078
CFHR4	10877
CFHR2	3080
CFHR5	81494
F13B	2165
ASPM	259266
ZBTB41	360023
CRB1	23418
AL136322.1	0
DENND1B	163486
AL365258.1	0
C1orf53	388722
LHX9	56956
NEK7	140609
ATP6V1G3	127124
AL157402.1	0
PTPRC	5788
AL157402.2	0
MIR181A1HG	100131234
AC096631.1	0
LINC01222	102800316
LINC01221	104266961
AC099673.1	0
NR5A2	2494
LINC00862	554279
AC097065.2	0
AC104461.1	0
ZNF281	23528
AL359834.1	0
KIF14	9928
DDX59	83479
AL445483.1	0
CAMSAP2	23271
GPR25	2848
INAVA	55765
KIF21B	23046
AL358473.1	0
AL358473.2	0
CACNA1S	779
ASCL5	647219
TMEM9	252839
IGFN1	91156
AC103925.1	0
PKP1	5317
TNNT2	7139
LAD1	3898
AC119427.1	0
TNNI1	7135
PHLDA3	23612
CSRP1	1465
AC096677.1	0
NAV1	89796
AC092800.1	0
IPO9-AS1	100873949
AL645504.1	0
IPO9	55705
SHISA4	149345
AL513217.1	0
LMOD1	25802
TIMM17A	10440
RNPEP	6051
AC099676.1	0
ELF3-AS1	102723465
ELF3	1999
GPR37L1	9283
ARL8A	127829
PTPN7	5778
LGR6	59352
UBE2T	29089
PPP1R12B	4660
SYT2	127833
AC104463.2	0
AC104463.1	0
KDM5B	10765
AC098934.4	0
PCAT6	100506696
RABIF	5877
KLHL12	59349
ADIPOR1	51094
CYB5R1	51706
TMEM183A	92703
PPFIA4	8497
MYOG	4656
ADORA1	134
AC105940.2	0
AC105940.1	0
MYBPH	4608
CHI3L1	1116
CHIT1	1118
LINC01353	100506775
LINC01136	730227
BTG2	7832
FMOD	2331
PRELP	5549
OPTC	26254
ATP2B4	493
LAX1	54900
ZC3H11A	9877
ZBED6	100381270
SNRPE	6635
LINC00303	284573
SOX13	9580
AL592146.1	0
ETNK2	55224
ERLNC1	101929441
REN	5972
KISS1	3814
GOLT1A	127845
PLEKHA6	22874
AL592114.3	0
LINC00628	127841
AL606489.1	0
PPP1R15B	84919
PIK3C2B	5287
MDM4	4194
AL512306.3	0
LRRN2	10446
AL512306.2	0
AL161793.1	0
NFASC	23114
CNTN2	6900
TMEM81	388730
RBBP5	5929
DSTYK	25778
TMCC2	9911
AC093422.2	0
NUAK2	81788
KLHDC8A	55220
LEMD1-AS1	284576
LEMD1	93273
BLACAT1	101669762
AC098936.1	0
CDK18	5129
MFSD4A	148808
ELK4	2005
SLC45A3	85414
NUCKS1	64710
RAB29	8934
SLC41A1	254428
PM20D1	148811
SLC26A9	115019
AL713965.1	0
RAB7B	338382
CTSE	1510
RHEX	440712
AVPR1B	553
AC244035.1	0
AC244035.2	0
FAM72A	729533
SRGAP2	23380
IKBKE	9641
C1orf147	574431
AC244034.2	0
RASSF5	83593
EIF2D	1939
AL591846.2	0
DYRK3	8444
MAPKAPK2	9261
IL10	3586
IL19	29949
IL20	50604
IL24	11009
FCMR	9214
PIGR	5284
FCAMR	83953
C1orf116	79098
PFKFB2	5208
YOD1	55432
C4BPB	725
C4BPA	722
AL445493.3	0
AL445493.2	0
AL596218.1	0
CD55	1604
AL391597.1	0
CR2	1380
CR1	1378
AL137789.1	0
CR1L	1379
AL137789.2	0
CD46	4179
MIR29B2CHG	100128537
CD34	947
AL356275.1	0
PLXNA2	5362
LINC01735	107985254
AC099793.1	0
LINC01717	105372893
LINC01774	105372894
AC092810.3	0
LINC01696	105372897
LINC01698	101929476
AL023754.1	0
CAMK1G	57172
LAMB3	3914
AL031316.1	0
G0S2	50486
HSD11B1	3290
TRAF3IP3	80342
C1orf74	148304
IRF6	3664
UTP25	27042
SYT14	255928
SERTAD4-AS1	574036
SERTAD4	56256
HHAT	55733
KCNH1	3756
AL590132.1	0
AC092017.3	0
RCOR3	55758
TRAF5	7188
LINC00467	84791
RD3	343035
AC105275.1	0
SLC30A1	7779
AL356310.1	0
LINC01693	105748977
NEK2	4751
AC096637.2	0
AC096637.1	0
LPGAT1	9926
AL445488.1	0
INTS7	25896
DTL	51514
AL606468.1	0
AL451060.1	0
PPP2R5A	5525
AL360091.3	0
TMEM206	55248
NENF	29937
AC092803.1	0
LINC01740	101929565
AC092803.2	0
ATF3	467
AL590648.2	0
FAM71A	149647
AL590648.3	0
BATF3	55509
NSL1	25936
TATDN3	128387
SPATA45	149643
FLVCR1-DT	642946
FLVCR1	28982
AC104333.4	0
VASH2	79805
ANGEL2	90806
RPS6KC1	26750
AL592402.1	0
AC096639.1	0
LINC00538	100861504
PROX1	5629
AC011700.1	0
AL606537.1	0
AL592287.1	0
SMYD2	56950
PTPN14	5784
CENPF	1063
KCNK2	3776
AL450990.1	0
KCTD3	51133
USH2A	7399
AL358452.1	0
AC093581.1	0
AC138024.1	0
ESRRG	2104
GPATCH2	55105
SPATA17	128153
SPATA17-AS1	103752555
LINC00210	100885798
AL355526.1	0
LINC01653	101929631
RRP15	51018
TGFB2-AS1	728463
TGFB2	7042
C1orf143	440714
LINC01710	105372925
LYPLAL1-DT	643723
LYPLAL1	127018
AL360093.1	0
AC096642.1	0
AL513283.1	0
AL356364.1	0
ZC3H11B	643136
SLC30A10	55532
EPRS	2058
BPNT1	10380
IARS2	55699
RAB3GAP2	25782
AL451081.1	0
AC096644.4	0
AC096644.1	0
MARK1	4139
C1orf115	79762
MARC2	54996
MARC1	64757
RNU6ATAC35P	106481171
AL445423.1	0
LINC01352	101929730
HLX-AS1	100873924
HLX	3142
AL445470.1	0
AL360013.2	0
DUSP10	11221
LINC01655	101929771
LINC02257	105372950
LINC02474	110806276
LINC01705	107985307
AL356108.1	0
AL513314.1	0
AL513314.2	0
HHIPL2	79802
TAF1A	9015
TAF1A-AS1	100506161
MIA3	375056
AL592148.3	0
AIDA	64853
BROX	148362
FAM177B	400823
AL392172.1	0
AC093152.1	0
DISP1	84976
TLR5	7100
AL359979.2	0
AL359979.1	0
SUSD4	55061
CCDC185	164127
CAPN8	388743
CAPN2	824
TP53BP2	7159
AC138393.3	0
FBXO28	23219
DEGS1	8560
AC092809.4	0
NVL	4931
CNIH4	29097
WDR26	80232
CNIH3	149111
AL596330.1	0
AL391811.1	0
DNAH14	127602
LBR	3930
AC092811.2	0
ENAH	55740
AC099066.2	0
SRP9	6726
EPHX1	2052
AL591895.1	0
TMEM63A	9725
LEFTY1	10637
AL117348.2	0
PYCR2	29920
LEFTY2	7044
SDE2	163859
AL512343.2	0
H3F3A	3020
LINC01703	105373113
ACBD3	64746
ACBD3-AS1	107985353
MIXL1	83881
LIN9	286826
PARP1	142
STUM	375057
ITPKB	3707
ITPKB-AS1	0
PSEN2	5664
COQ8A	56997
CDC42BPA	8476
AL353689.2	0
AL451047.1	0
LINC01641	107985463
ZNF678	339500
SNAP47	116841
JMJD4	65094
SNAP47-AS1	0
PRSS38	339501
WNT9A	7483
WNT3A	89780
AL136379.1	0
ARF1	375
C1orf35	79169
MRPL55	128308
GUK1	2987
GJC2	57165
IBA57-DT	574432
IBA57	200205
OBSCN-AS1	574407
OBSCN	84033
AL353593.1	0
AL353593.2	0
AL353593.3	0
AL670729.3	0
TRIM11	81559
AL670729.2	0
AL670729.1	0
TRIM17	51127
HIST3H3	8290
HIST3H2A	92815
HIST3H2BB	128312
RNF187	149603
RHOU	58480
AL137793.2	0
AL137793.1	0
AL162595.2	0
TMEM78	677790
RAB4A	5867
SPHAR	10638
AL117350.1	0
CCSAP	126731
ACTA1	58
NUP133	55746
AL121990.1	0
ABCB10	23456
TAF5L	27097
URB2	9816
LINC01682	101927504
LINC01736	101927532
GALNT2	2590
AL136988.2	0
AL136988.1	0
PGBD5	79605
AL133516.1	0
LINC01737	101927553
COG2	22796
AGT	183
AL512328.1	0
CAPN9	10753
AL118511.2	0
C1orf198	84886
AL118511.1	0
TTC13	79573
ARV1	64801
FAM89A	375061
TRIM67	440730
AL109810.2	0
C1orf131	128061
GNPAT	8443
EXOC8	149371
SPRTN	83932
EGLN1	54583
AL445524.1	0
TSNAX	7257
TSNAX-DISC1	100303453
LINC00582	100287814
DISC1	27185
AL353052.1	0
AL353052.2	0
SIPA1L2	57568
LINC01745	105373199
LINC01744	101927683
MAP10	54627
NTPCR	84284
PCNX2	80003
MAP3K21	84451
KCNK1	3775
SLC35F3	148641
AL122008.3	0
AL122008.4	0
AL355472.3	0
AL355472.4	0
AL355472.1	0
COA6	388753
TARBP1	6894
LINC01354	100506795
AL161640.1	0
IRF2BP2	359948
AL160408.2	0
LINC00184	100302691
AL160408.5	0
AL160408.1	0
AL160408.4	0
AL160408.3	0
AL160408.6	0
LINC01132	100506810
AL360294.1	0
AL391832.1	0
AL391832.2	0
AL391832.3	0
LINC01348	731656
AL732292.2	0
TOMM20	9804
RBM34	23029
ARID4B	51742
GGPS1	9453
TBCE	6905
AL357556.4	0
TBCE.1	0
B3GALNT2	148789
GNG4	2786
LYST	1130
LYST-AS1	0
AL139161.2	0
AL139161.1	0
NID1	4811
GPR137B	7107
ERO1B	56605
EDARADD	128178
LGALS8	3964
LGALS8-AS1	100287902
AL359921.2	0
AL359921.1	0
HEATR1	55127
ACTN2	88
MTR	4548
MT1HL1	645745
RYR2	6262
AL359924.1	0
ZP4	57829
MTRNR2L11	100463489
AL356010.2	0
LINC01139	339535
AL359551.1	0
AC093426.1	0
CHRM3	1131
CHRM3-AS2	100506915
CHRM3-AS1	100873984
AL356361.2	0
FMN2	56776
AL359918.2	0
AL590490.1	0
GREM2	64388
AL358176.1	0
AL365184.2	0
AL365184.1	0
RGS7	6000
AL359764.1	0
FH	2271
KMO	8564
OPN3	23596
CHML	1122
WDR64	128025
EXO1	9156
BECN2	441925
MAP1LC3C	440738
PLD5	200150
AL591686.2	0
AL591686.1	0
AL606534.3	0
CEP170	9859
AL606534.1	0
AL606534.2	0
SDCCAG8	10806
AKT3	10000
AL591721.1	0
